-4.2915e-05,0.013713,-0.0070657,0.054427,-0.02447,0.0060617,-0.024507,0.038479,-0.09827,0.19622,-0.099193,0.17811,0.14317,0.47,-0.39761,-0.16118,0.32344,-0.11102,-0.063124,-0.10964,-0.027612,-0.059029,-0.0049374,0.0093233,0.049711,0.143,0.024146,0.31114,0.20845,-0.15772,-0.39108,0,0,0,0,0,0,0,0,0,0,0
-0.00054281,0.084664,-0.015019,0.25777,0.0067345,-0.011176,0.0069364,-0.11561,-0.20682,0.41415,0.035618,-0.023638,0.2785,-0.13312,-0.26187,0.01868,-0.17992,0.13191,0.31482,-0.20274,-0.1195,-0.26836,0.16602,0.24984,-0.065567,0.027995,-0.047559,-0.15025,-0.31755,0.18601,-0.025076,-1.0044e-15,-1.7833e-15,4.1633e-17,3.4001e-16,8.3267e-17,3.4694e-17,-3.6429e-17,1.0408e-17,-1.8041e-16,-1.0408e-16,9.7145e-17
-0.0014509,0.21387,-0.024064,0.81427,-0.043885,-0.0011983,0.0098109,-0.069636,-0.17944,-0.25548,0.088757,-0.0041259,0.021769,-0.068427,0.19436,0.0058255,0.162,-0.052036,-0.112,0.17411,0.086942,-0.004132,0.009858,-0.11,0.017575,-0.045565,-0.018252,-0.042071,0.0023358,-0.013074,-0.19799,-1.3664e-15,-1.5616e-16,-1.2428e-16,4.9025e-17,1.4002e-16,-6.9449e-17,7.0146e-17,1.0077e-16,-7.3205e-18,-1.5432e-17,-1.1188e-16
-2.1744e-05,0.0072497,-0.0045549,-0.00011125,-0.02137,0.01875,0.28256,0.0048909,0.053172,-0.0074275,0.021522,0.012651,-0.048394,0.058063,0.0065284,-0.031824,0.053419,-0.011426,0.048084,-0.08121,0.010802,0.06986,0.088849,-0.042285,-0.047091,-0.015867,-0.016239,-0.08124,-0.024508,0.035731,-0.029426,-0.74285,0.46407,-0.13645,-0.051337,-0.058705,0.011513,-0.012308,-0.023866,0.0088032,-0.03381,0.27637
-0.0002359,0.037172,-0.0060383,0.052155,-0.051073,0.031541,0.32115,0.035461,0.033875,0.048567,-0.096853,-0.015388,0.021107,-0.23615,-0.16897,0.045691,-0.14679,0.091319,-0.068171,0.10299,-0.16758,-0.32995,-0.21239,-0.11488,-0.12289,-0.38763,0.061626,0.29617,0.46409,0.27345,0.021557,1.8041e-16,8.3267e-16,3.5735e-16,1.2924e-16,-7.1124e-17,9.4976e-17,-4.8789e-17,-1.4615e-16,1.1623e-16,-7.7195e-17,-3.1919e-16
-0.00012451,0.02834,-0.011722,0.041043,-0.035479,0.023373,0.31729,-0.0094149,-0.0064077,0.12432,0.0089338,-0.065942,0.2773,-0.09672,-0.080728,0.15025,-0.43038,0.13719,-0.10391,0.085955,0.49829,0.23143,-0.12008,0.003919,0.13257,0.19441,0.035263,0.24574,-0.032076,-0.31725,-0.048446,1.4025e-15,2.0019e-15,-2.8471e-16,-2.5034e-16,-2.0242e-16,2.7024e-17,-4.8748e-17,-4.1064e-17,2.2402e-17,9.2157e-17,5.1955e-16
-4.6653e-05,0.0085036,-0.0015405,0.050772,-0.014751,0.0044669,-0.018992,0.032944,0.016751,1.6953e-05,0.051809,0.041882,-0.076526,0.020032,0.11155,0.075438,-0.13542,-0.32551,0.19746,-0.28793,0.036436,-0.091665,-0.11696,-0.31331,0.3695,0.17605,0.0018412,0.2149,-0.066452,0.27739,0.035779,-0.093087,0.11222,0.35633,0.30586,0.15403,-0.0061479,0.035982,0.078748,0.0083736,-0.030496,-0.16852
-2.1276e-05,0.0070936,-0.0044568,-0.00010885,-0.02091,0.018346,0.27648,0.0047856,0.052027,-0.0072676,0.021059,0.012379,-0.047352,0.056812,0.0063879,-0.031138,0.052268,-0.01118,0.047049,-0.079461,0.010569,0.068356,0.086936,-0.041374,-0.046077,-0.015526,-0.01589,-0.079491,-0.02398,0.034962,-0.028792,0.6335,0.66331,0.049712,0.015941,-0.086602,0.024367,-0.024233,-0.055163,0.050311,-0.043556,0.12521
-0.003714,0.057906,0.013144,0.051019,0.22565,-0.065453,-0.051031,-0.11982,0.28022,0.36149,0.25418,-0.058301,-0.33684,0.030542,0.15685,-0.10951,0.1353,0.15393,0.27218,0.12833,0.38032,-0.36258,-0.026524,-0.063266,-0.052842,0.098572,0.013386,-0.040388,0.21019,-0.14668,-0.011637,1.3878e-16,1.9151e-15,9.7145e-17,-5.2042e-17,-2.0123e-16,-1.1276e-17,-1.1406e-16,-4.8572e-17,6.7654e-17,-8.5001e-17,4.8572e-16
-0.0066531,0.02954,-0.0028397,0.12825,0.48944,-0.16342,0.037342,-0.43403,-0.047058,-0.35479,-0.050177,-0.10707,-0.038016,0.11288,-0.21618,-0.11618,-0.061429,0.17588,0.15381,-0.24306,-0.099667,0.15216,-0.024597,0.053956,0.027518,0.059846,0.043229,0.14424,0.15908,-0.073771,0.31353,1.8874e-15,1.1206e-15,3.296e-17,9.9747e-18,1.2977e-17,7.378e-17,-1.1652e-16,-8.6736e-17,1.5276e-16,3.8706e-17,-1.5613e-17
