-0.019646,0.0021561,-0.0074937,0.00063281,0.036606,-0.069583,0.00073383,0.14324,-0.019834,0.31491,-0.0919,0.38606,0.1096,0.053626,-0.27325,0.21768,-0.072668,0.42315,-0.25094,0.16274,-0.15231,-0.23347,0,0,0,0,0,0,0,-0.47682
-0.052046,0.0089477,-0.058796,-0.14156,-0.09884,0.66978,-0.01599,0.41307,-0.043054,0.22868,0.072535,-0.29984,-0.043725,0.25086,0.027882,0.20255,0.038425,0.070166,0.25367,0.0032354,0.0048987,-0.13309,-7.2398e-17,2.697e-17,-2.35e-16,-1.2723e-16,-1.3634e-16,-1.5463e-16,-2.8859e-16,1.9429e-16
-0.0053066,0.00030951,0.001356,-0.0015932,0.00993,0.01702,-0.003607,-0.065982,0.001057,0.036225,-0.0033307,0.01143,-0.08013,-0.21607,0.16799,0.39981,0.10972,0.0032691,-0.065173,-0.018486,0.087536,0.086117,-0.039775,0.092186,0.22256,-0.3602,0.17967,0.37947,0.59601,-1.6653e-16
-0.060652,0.007196,-0.028812,-0.04491,0.56793,-0.09063,0.01143,0.27907,-0.014021,-0.076249,0.0082834,-0.03987,-0.29055,0.11296,-0.37125,0.04436,0.43042,-0.29812,-0.20548,-0.070898,0.10696,-0.084784,-7.8063e-16,2.4286e-16,-3.4694e-16,-4.1633e-17,9.0206e-17,-4.1633e-17,-2.2204e-16,-5.5511e-17
-0.063408,0.0081651,-0.039619,0.02021,0.01971,-0.18878,0.0033172,0.062405,-0.013731,0.45515,0.0076237,-0.018898,-0.14415,0.31014,0.12337,0.033367,-0.36623,-0.19197,-0.17732,-0.24248,0.17729,0.24749,-0.066261,0.15092,0.33881,-0.17808,-0.24455,-0.069153,-0.14415,1.3878e-16
-0.020548,0.003179,-0.018762,-0.022874,0.28517,-0.042652,0.012946,0.25576,-0.0037153,-0.31379,0.011557,-0.052779,0.11821,-0.011537,0.43885,0.11843,-0.26074,0.12055,-0.20786,0.1287,0.23734,-0.19053,0.02805,-0.17283,-0.29094,-0.3528,-0.18556,-0.11708,-0.07083,1.1102e-16
-0.0096468,0.0011287,-0.0043986,-0.0054376,0.11512,0.09303,-0.0076819,-0.27534,0.016766,0.078194,0.0050837,-0.013944,0.22859,0.23101,-0.21012,-0.065021,0.086098,0.023831,0.10705,-0.078125,-0.096897,0.15707,0.014966,-0.10484,-0.13901,-0.66229,0.38358,-0.053105,-0.25048,-5.2736e-16
-0.056869,0.0075309,-0.038794,0.051546,0.067513,0.12362,-0.011971,-0.28497,0.014218,-0.099253,-0.095162,0.38293,-0.45975,0.22085,-0.03119,-0.020576,-0.076767,0.16927,0.37162,0.16836,0.50529,-0.088089,-2.7756e-17,1.4572e-16,4.7878e-16,-3.3307e-16,8.3267e-17,1.5613e-16,-2.7756e-16,-2.7756e-16
-0.11511,0.017817,-0.10932,0.016161,0.14086,0.49873,-0.013621,-0.022564,0.00085437,-0.24861,-0.045063,0.17528,-0.1117,-0.33854,-0.11317,-0.17402,-0.11664,0.039084,-0.2046,0.16192,-0.22227,0.27006,-0.063066,0.14364,0.32247,-0.16949,-0.23276,-0.065819,-0.1372,5.5511e-16
-0.48208,0.064311,-0.31684,-0.74603,-0.10822,-0.16847,0.010713,-0.09553,0.017663,-0.11814,-0.014218,0.060766,-0.051083,0.058747,0.052121,0.039828,0.0019202,-0.0098347,0.027497,-0.052467,-0.14939,-0.052237,-2.0817e-17,-1.7347e-17,-2.0817e-17,-4.5103e-17,-9.7145e-17,-6.9389e-18,-1.3878e-17,1.6653e-16
-0.0408,0.0055634,-0.029484,0.010461,-0.049703,-0.063824,0.0020898,-0.017903,0.0047769,-0.13092,0.031253,-0.13348,0.17403,-0.12049,-0.49314,0.36477,-0.48445,-0.40766,0.17451,0.29254,0.10502,-0.074254,1.2143e-17,7.2858e-17,2.7756e-17,2.3592e-16,-1.5959e-16,1.4225e-16,-2.0817e-17,-1.3878e-16
-0.62392,-0.042117,0.77528,0.067687,-0.020172,0.026086,-0.028315,0.01097,-0.027051,-0.017172,-0.0021448,-0.0088785,0.0061101,0.0043946,0.0017901,-0.004402,-0.0025115,0.0040363,-0.0057223,-0.0058976,-0.0036642,-0.0013785,-4.8355e-17,4.0115e-17,-3.5996e-17,9.541e-18,6.4185e-17,2.1684e-17,-3.9031e-18,3.3307e-16
-0.023621,0.0032725,-0.016937,-0.020728,0.30811,0.069697,0.00043214,-0.12125,0.015168,-0.12389,0.012926,-0.049294,0.31767,0.23503,0.067454,0.0094653,-0.080765,0.10417,-0.024045,0.002446,0.054061,0.039864,-0.012933,0.081898,0.12428,0.26118,-0.0086077,0.72062,-0.26996,6.6613e-16
-0.0099806,-0.12912,-0.0086866,0.00050104,-0.0010416,0.0090791,0.32307,-0.010808,-0.053207,0.0057469,-0.62733,-0.15187,0.0010736,0.00032466,7.6407e-05,-0.00012897,-4.4456e-05,4.4784e-05,-3.7772e-05,-3.3374e-05,-1.248e-05,-3.3081e-06,0.41405,0.50069,-0.18497,-0.045899,-0.025727,-0.0012216,5.3323e-05,0
-0.071969,0.0084514,-0.034493,0.0065272,0.22483,-0.078662,-0.0031747,-0.035681,-0.0097138,0.38267,-0.0092978,0.045583,0.036764,0.00014094,0.32741,-0.11733,0.14885,-0.28192,0.17602,0.70194,-0.19481,0.034649,7.2858e-16,-3.4001e-16,-2.4286e-17,9.7145e-17,-1.7347e-18,6.5052e-17,-7.893e-17,1.1102e-16
-0.016634,0.0016107,-0.0035162,-0.0078696,0.14096,0.12361,-0.012579,-0.38266,0.020111,0.12751,0.0021637,-0.0034626,0.17233,0.028591,-0.056756,0.35721,0.21565,0.030488,0.050908,-0.10832,-0.015326,0.27052,0.026427,-0.15167,-0.28843,0.086554,-0.60131,-0.11858,0.12123,-4.4409e-16
-0.13935,0.020786,-0.12304,0.048028,-0.016915,0.35892,-0.01541,-0.078583,-0.0064708,0.18321,-0.077557,0.32324,0.068102,-0.027024,0.086491,-0.12814,-0.18081,-0.40662,-0.35688,-0.16958,0.11511,-0.014518,0.069647,-0.15863,-0.35612,0.18718,0.25705,0.072688,0.15152,-6.3838e-16
-0.014784,-0.10007,0.0080669,0.0031088,-0.0033918,0.018146,0.36896,0.012976,0.28342,0.010471,0.50609,0.12731,-0.0037154,-0.0021024,-0.00076446,0.0017667,0.00094479,-0.0014538,0.0019935,0.0020393,0.0012436,0.00046382,-0.29105,0.55751,-0.32235,-0.028311,-0.0023215,-0.0027374,4.7338e-05,2.3592e-16
-0.011311,-0.0044382,0.022782,0.0042867,-0.0041727,0.018277,0.15771,0.048929,0.76628,0.024951,0.11943,0.035984,-0.0041699,-0.0025552,-0.00095259,0.0022247,0.0012004,-0.0018563,0.0025535,0.0026139,0.0015966,0.00059589,0.52835,-0.22623,0.1943,-0.00094653,-0.013418,0.001862,-1.2643e-05,-1.5959e-16
