-0.007147,-0.00092445,0.35596,-0.0044819,0.00010782,0.00057086,0.00018566,-2.9654e-05,-0.00074868,0.45474,-0.58235,-0.5721
-0.016172,0.99963,0.0025449,0.021636,0.00095405,-0.00085985,-5.6826e-17,2.4546e-16,9.953e-17,-2.7756e-17,8.3267e-17,-1.9429e-16
-0.0060713,-0.00078531,0.30238,-0.0038073,9.1592e-05,0.00048494,-0.044107,-0.77461,0.30113,0.17945,0.41793,-0.094893
-0.0070979,0.0044466,-0.0031874,-0.16107,-0.46167,0.72847,0.47903,-0.02644,0.001459,0.00012297,0.00040953,-0.00016421
-0.018455,0.013883,-0.0087047,-0.68262,0.44273,-0.2237,0.53525,-0.029543,0.0016303,0.00013741,0.0004576,-0.00018348
-0.013647,-0.0017652,0.67971,-0.0085582,0.00020588,0.0010901,0.028527,0.53513,0.22287,-0.18034,0.3924,-0.11992
-0.0069078,-0.00089351,0.34405,-0.0043319,0.00010421,0.00055175,-0.015944,-0.29761,0.061117,-0.7142,-0.50361,0.15905
-0.0067005,-0.0008667,0.33373,-0.0042019,0.00010109,0.0005352,-0.0048184,-0.13547,-0.9145,0.038337,0.16542,0.071057
-0.0060079,-0.00077711,0.29923,-0.0037676,9.0637e-05,0.00047988,0.0032562,0.060494,0.13999,0.46576,-0.22638,0.78674
-0.018232,0.014914,-0.0085925,-0.68481,-0.49865,-0.12857,-0.51421,0.028382,-0.0015662,-0.000132,-0.00043961,0.00017627
-0.0083861,0.0040654,-0.0037983,-0.19423,0.58498,0.63462,-0.46538,0.025686,-0.0014175,-0.00011947,-0.00039786,0.00015953
-0.99927,-0.01672,-0.01975,0.027778,-0.00072976,-0.0040414,-5.011e-18,6.1071e-19,4.181e-17,6.9389e-17,0,-6.9389e-17
