0.84517,-0.0037477,0.002841,0.36603,0.01361,0.011195,-0.00028622,-0.11918,-0.0027396,-0.22376,-0.00085191,0.0025222,-0.0018955,-0.29009,-0.0017342,-0.00075015,0.013234,0.0014492,-0.0005618,-0.00057325,-0.00058071,0.01064,-0.00053438,-0.051264
-0.4341,-0.00065362,-0.0019659,0.89486,0.013424,0.0077791,-7.8105e-05,-0.025367,-0.00075192,-0.05067,-0.00020353,0.00866,-0.00045074,-0.081984,-0.0004683,-0.00018332,0.017197,-6.1326e-06,-0.00011027,-0.00011252,-0.00011398,0.01085,-0.00014408,-0.010943
0.076259,-0.0027011,0.00023088,0.075439,0.0019111,0.0014568,0.00057088,-0.22044,0.0068912,-0.52601,-0.0008825,0.00059876,-0.0021816,0.81432,0.0040508,-0.00043249,0.0020478,0.00012846,-0.00028421,-0.00029,-0.00029377,0.0015025,0.0012279,-0.0021733
-0.02396,0.0012278,-7.1488e-05,-0.021747,-0.00055965,-0.00041537,-0.00015892,0.86679,-0.0005086,-0.49102,-0.0014145,-0.00016598,-0.0032352,-0.078212,-0.00025401,-0.0011261,-0.0005807,-7.1725e-05,0.00024675,0.00025178,0.00025506,-0.00044366,-7.1426e-05,0.019976
-0.04729,0.0047228,-0.00013806,-0.039917,-0.00093779,-0.00071041,-0.00019125,-0.14556,0.0032184,-0.18981,-0.00064392,-0.0002839,-0.0014475,-0.15135,0.0039641,-0.00056326,-0.0010056,-9.4936e-05,0.0092869,0.0094762,0.0095995,-0.00073716,0.0015831,0.95693
-0.059609,0.97738,-7.1831e-05,-0.047892,0.00074779,0.00064898,-5.5979e-05,-0.086992,-0.00038173,-0.13334,-0.00021115,-5.4473e-07,-0.00052179,-0.096591,-0.0002624,-0.00021802,0.0003563,-2.0056e-05,0.000926,0.00094487,0.00095717,0.00060927,-0.00022069,-0.064748
-0.1172,-0.080158,-0.0094708,-0.11232,0.72566,0.32355,0.0013749,-0.14312,0.03301,-0.22181,0.0065619,0.027282,0.015316,-0.16494,0.022573,0.0041298,0.19192,0.022581,0.097424,0.099409,0.1007,0.39845,0.00028009,-0.10358
-0.059029,-0.042032,-0.0018762,-0.056901,-0.53219,0.29892,0.00098527,-0.07602,0.026683,-0.11783,0.0046479,0.079437,0.011362,-0.087733,0.017701,0.0029217,0.73443,-0.017876,0.098965,0.10098,0.1023,0.10352,-0.00011325,-0.056449
-0.064892,-0.051814,0.013703,-0.043143,-0.099725,-0.17923,0.0017878,-0.094713,0.038063,-0.1469,0.0079119,-0.016052,0.020706,-0.10914,0.021185,0.0049787,-0.25403,-0.00092834,0.50891,0.51928,0.52604,-0.16517,-0.0034503,-0.081712
0.0035486,0.00201,0.0020614,0.0016586,-0.16288,-0.58948,-8.3477e-06,0.0037094,-0.025616,0.005733,-0.00036751,-0.1525,-0.0011095,0.0045779,-0.016437,-0.0001794,0.030296,0.04038,0.0093783,0.0095694,0.009694,0.77387,9.4746e-05,0.0025189
