0.00076379,-0.023481,0.00071301,-0.066822,-0.00016803,0.0010134,-0.10035,0.01433,0.00148,0.0037149,0.0038444,0.94081,0.0010707,-0.21519,-0.044709,-0.22637
0.0010441,-0.014009,0.0024526,-0.043602,-0.00010166,6.9314e-006,-0.071234,-0.010398,0.00085537,-7.5692e-006,-7.8332e-006,0.071011,0.00022875,-0.52405,-0.027337,0.84397
0.0006774,-0.058366,0.001429,-0.1957,-0.00041604,3.8717e-005,-0.36769,-0.042208,0.00072144,1.8275e-005,1.8912e-005,0.21602,0.00032447,0.76904,-0.11221,0.41308
0.00014025,-0.072845,0.00030453,-0.6241,-0.00054586,-0.00019805,0.74626,-0.068257,0.00018325,-0.00085183,-0.00088153,0.071026,0.00010301,0.1034,-0.14534,0.082211
0.00016914,-0.21967,0.00037131,0.5843,-0.0014299,-0.0015884,0.28757,-0.43395,0.00028821,-0.0062204,-0.0064373,0.087814,0.00019531,0.096239,-0.56207,0.079628
-0.00021272,-0.1258,-0.00021917,0.12074,-0.00083335,0.0033272,0.074478,0.87028,-0.00032162,0.012642,0.013083,-0.0091942,-0.00020243,0.027889,-0.4526,0.02459
0.00025541,0.91056,0.00011645,-0.062666,0.0060752,-0.00025502,-0.042122,-0.063488,0.0001552,-0.00093091,-0.00096338,-0.011914,-1.1854e-006,-0.017379,-0.40054,-0.015223
0.0012354,-0.067663,0.0018883,-0.098175,0.0016102,-0.021432,-0.097319,-0.065432,-0.0032558,0.67725,0.70087,-0.053563,-0.0042425,-0.055704,-0.1152,-0.049018
0.52864,-0.074172,0.69915,-0.10728,0.0065702,0.0011922,-0.10643,-0.047508,0.40594,-0.037712,-0.039027,-0.055067,0.087119,-0.060979,-0.12569,-0.056765
-0.3193,0.021436,0.64442,0.030996,-0.0059541,0.0051886,0.030752,0.013758,-0.56804,0.0077799,0.0080512,0.01614,-0.39403,0.017625,0.036299,0.014688
-0.031886,-0.046542,-0.020285,-0.067439,0.030169,0.98734,-0.066911,-0.034396,-0.016681,-0.0086262,-0.008927,-0.034126,0.0029979,-0.03835,-0.078967,-0.033718
0.6681,0.034056,-0.26402,0.049359,-0.036653,0.032497,0.048972,0.021853,-0.2082,0.015056,0.015581,0.025001,-0.65258,0.028069,0.057794,0.02504
0.0052049,-0.05814,-0.040462,-0.075167,0.98018,-0.057059,-0.074504,-0.033298,-0.045103,-0.028622,-0.02962,-0.036583,-0.051064,-0.042705,-0.087916,-0.037545
0.082241,0.28299,0.15536,0.41371,0.19202,0.14264,0.41054,0.18441,0.15462,0.14635,0.15118,0.20221,0.12707,0.23533,0.48437,0.20708
-0.0070179,-3.2496e-006,-1.7841e-006,-4.7507e-006,-2.2049e-006,-1.6379e-006,-4.7143e-006,-2.1176e-006,0.011463,0.71901,-0.69479,-2.322e-006,-0.010843,-2.7024e-006,-5.5621e-006,-2.3779e-006
-0.40543,0.0029828,0.0016376,0.0043607,0.0020239,0.0015035,0.0043273,0.0019437,0.66546,-0.010877,0.013594,0.0021314,-0.62641,0.0024805,0.0051055,0.0021827
