0.077823,-0.0037297,0.95918,0.008611,-0.0011407,-0.17525,0.0016135,-0.00032758,-0.0015469,-0.17715,-0.00061066,-0.00089315,0.013293,-6.5645e-05,0.001398,-0.00043118,-0.0017431,0.0094866,-0.096146,-0.0017918,-0.00083486,-0.00066865,-0.00045485,-0.00042802,-0.00046077,0.0096148,-0.00065359,-0.045984
0.91692,-0.00052379,-0.16058,0.010534,-0.0013746,-0.089679,-0.00020338,-0.0005209,-0.0016244,-0.35103,-0.00066335,-0.00049825,0.012317,0.0031328,0.0024644,-9.9732e-05,-0.0019868,0.0094981,-0.032421,-0.0020969,-0.00045764,-0.00015466,-0.00010521,-9.9002e-05,-0.00010658,0.010884,-0.000653,-0.025597
0.23347,-0.0021196,0.0014542,0.0029503,0.00063307,-0.55981,1.5429e-05,0.00081156,-0.00040401,0.77033,0.0010581,-0.0023972,0.0036141,0.00075756,0.00044188,-0.00019575,0.0033035,0.0027074,-0.19644,0.0035573,-0.0022352,-0.00030356,-0.00020649,-0.00019432,-0.00020918,0.0030809,0.00096416,0.0048384
-0.055005,0.0013046,-0.011115,-0.00074614,-0.0017533,-0.46926,-2.0122e-05,-0.00033769,-0.0027435,-0.10133,5.3556e-05,-0.0021383,-0.00095645,-0.00020489,8.8882e-05,0.00018697,8.105e-05,-0.00069147,0.8751,4.4726e-05,-0.001974,0.00028994,0.00019723,0.0001856,0.0001998,-0.00078714,9.7452e-05,0.023519
-0.062573,0.0040965,-0.02728,-0.0008726,-0.0011425,-0.18568,-4.2717e-05,-0.00034157,-0.0015523,-0.15983,0.0067889,-0.00083556,-0.0011989,-0.00021212,0.0054714,0.0039144,0.017823,-0.0007981,-0.14806,0.017594,-0.00076016,0.0060703,0.0041293,0.0038858,0.0041831,-0.000937,0.0080176,0.95525
-0.063433,0.97652,-0.046009,0.00063797,-0.00012063,-0.13535,1.0125e-05,-5.7815e-05,-0.00029107,-0.098449,-0.00017124,-7.7549e-06,-6.5531e-05,-0.00022704,0.0046584,0.0030783,-0.00033804,0.0011915,-0.088232,-0.00036248,0.00011504,0.0047736,0.0032473,0.0030557,0.0032895,0.0005689,-0.0001645,-0.066206
-0.14374,-0.11087,-0.10896,0.075271,0.011427,-0.28849,0.0015353,0.0024016,0.01379,-0.21368,0.0060597,0.01247,0.042326,-0.0024357,0.45759,0.28477,0.02262,0.10312,-0.18592,0.022627,0.014257,0.4416,0.3004,0.28268,0.30431,0.054243,0.00725,-0.14369
-0.084537,-0.046794,-0.063625,0.34523,0.012997,-0.13034,0.0083061,0.0025156,0.016444,-0.098195,0.040238,0.015429,0.23541,-0.015209,-0.10148,-0.10445,0.15798,0.64466,-0.083846,0.15904,0.017472,-0.16198,-0.11018,-0.10369,-0.11162,0.46962,0.047427,-0.063371
-0.025651,-0.023993,-0.019924,-0.10718,0.0036203,-0.067442,-0.0001542,-0.00017947,0.0057101,-0.056141,0.15237,0.010181,-0.044626,0.0051722,-0.047149,-0.013443,0.64449,-0.23324,-0.043409,0.65251,0.011266,-0.020846,-0.01418,-0.013344,-0.014365,-0.13409,0.17751,-0.057804
-0.0087054,-0.0053197,-0.0067526,-0.49372,0.0033247,-0.015136,0.035746,0.00071426,0.0042099,-0.011043,-0.003725,0.0034478,0.084544,-0.0015507,-0.077482,0.025647,-0.017278,-0.32888,-0.0097115,-0.01768,0.0039362,0.039771,0.027054,0.025459,0.027407,0.79243,-0.0041906,-0.0064041
-0.036554,-0.019076,-0.027932,0.40776,0.017661,-0.054791,0.024375,0.0036657,0.022887,-0.04016,-0.0079797,0.019088,0.75004,-0.013488,-0.044814,-0.016762,-0.043036,-0.5003,-0.035077,-0.045318,0.021822,-0.025994,-0.017682,-0.016639,-0.017912,-0.040912,-0.0077413,-0.022496
-0.0032029,-0.0024607,-0.0024583,-0.0041384,0.0086908,-0.0072675,-6.316e-05,0.001792,0.011679,-0.0050502,-0.46133,0.0089581,-0.0053887,0.00034483,-0.0040005,-0.0019241,0.45262,-0.001632,-0.0045689,-0.50124,0.010456,-0.0029838,-0.0020297,-0.00191,-0.0020561,-0.0036584,0.57482,-0.0038878
-0.064581,-0.049132,-0.04957,-0.070667,0.35645,-0.15013,-0.00022997,0.068784,0.51555,-0.10801,0.014758,0.46654,-0.088323,0.0068619,-0.088977,-0.040758,-0.073105,-0.035535,-0.091454,-0.048889,0.53247,-0.063204,-0.042995,-0.040459,-0.043555,-0.068377,-0.014429,-0.061112
-0.006085,-0.0045758,-0.0046699,-0.0056294,0.55513,-0.01341,0.00012814,0.095702,0.48249,-0.013091,0.0024544,-0.54467,-0.0065263,0.00073007,-0.008455,-0.0034814,-0.0019339,-0.0034582,-0.0085491,0.00025582,-0.39038,-0.0053988,-0.0036726,-0.003456,-0.0037204,-0.0057506,6.0411e-05,-0.0058041
