-0.011805,-0.0022259,-0.0072769,0.0053604,-0.038711,0.00073644,-0.0053124,-0.00071459,-0.0013503,-0.0063121,-0.001751,-0.0029522,0.013098,-0.0025417,-0.00088378,-0.010286,-0.00075841,-0.13438,-0.00056204,-0.0071927,-0.00065532,-0.00091609,-0.010259,-0.0010972,-0.00093517,0.00072818,-0.00095885,-0.0038446,-0.0032837,-0.0012827,-0.0047592,-0.12365,-0.012344,-0.0019938,-0.00098663,-0.0019033,-0.0092756,-0.00057209,-0.012171,-0.0094696,-0.00067924,-0.01011,-0.0017565,-0.0015135,0.92269,-0.00052339,-0.00092629,-0.00084784,0.0067884,-0.00069696,-0.013063,-0.031858,-0.00039087,-0.0096008,-0.0023107,-0.01315,-0.0025224,-0.19148,-0.0015336,-0.0016557,-0.0042945,-0.0059494,-0.00082159,0.0056601,-0.0040014,-0.0063159,-0.011325,-0.00082159,-0.0025233,-0.0038731,-0.0076003,-0.00088378,-0.23089,-0.002175,-0.0022867,-0.0022583,-0.0052854,-0.0054484,-0.0012798,-0.0070091,-0.0030376,-0.0020305,-0.001129,0.0073435,-0.00061732,-0.0013825,-0.011902,-0.00063919,0.014229,-0.0026265,-0.0025797,-0.0016505,-0.039471,-0.002527,0.13579
-0.02957,-0.006173,-0.018501,0.0015215,-0.096798,4.2086e-006,-0.013342,-0.0014288,-0.0033428,-0.015746,-0.0046224,-0.0074053,-0.0024729,-0.0066163,-0.0030126,-0.026693,0.0029228,-0.35652,-0.0013911,-0.018918,-0.0017128,-0.0021819,-0.026298,-0.002749,-0.0031878,2.6652e-005,-0.0026232,-0.010123,-0.0085705,-0.0033782,-0.011813,-0.3073,-0.030983,-0.0052223,-0.002862,0.0051902,-0.024103,-0.0011439,-0.030473,-0.024167,-0.0017443,-0.02535,-0.0044079,-0.0037806,-0.022871,0.00031781,0.00055462,-0.0024593,-0.00043835,0.00051951,-0.033282,0.01699,0.00025381,-0.024497,0.0064444,-0.033194,-0.0063561,-0.50237,-0.0038397,-0.0041358,-0.010979,-0.014731,-0.0021335,-0.00011759,-0.0098775,-0.015584,-0.028065,-0.0021335,-0.0071159,-0.0094393,-0.019017,-0.0030126,0.7044,-0.0059009,0.0054507,-0.006158,-0.013175,-0.01332,-0.0030195,-0.017311,-0.0078274,-0.0050393,-0.002853,-0.0023975,-0.0012343,0.00092767,-0.028718,-0.0016599,-0.00046012,-0.0067304,0.0064541,-0.004289,0.063418,-0.0078784,-0.034159
-0.017501,-0.0039842,-0.010848,0.052451,-0.06756,0.00016612,-0.0082088,-0.00019992,-0.0027103,-0.010707,-0.0012185,-0.0044337,0.010781,-0.0032733,0.0022159,-0.013681,0.00065921,-0.08224,-0.00050578,-0.0050978,-0.00028489,-0.0015781,-0.015668,-0.0011298,0.0023447,0.00073169,-0.0017111,-0.004965,-0.0062663,-0.0029197,-0.007413,-0.22387,-0.016193,-0.0019278,9.7049e-005,0.001084,-0.0097917,-0.00016005,-0.018502,-0.017187,-0.001132,-0.015866,-0.0011608,-0.001362,-0.2861,0.0062787,0.011224,8.3397e-005,0.0093899,0.0070418,-0.021758,0.45121,0.0044787,-0.011408,-0.0018513,-0.017992,-0.001974,-0.34457,-0.0022194,-0.0014899,-0.0069053,-0.0095393,-0.00030438,-0.0024276,-0.0050978,-0.011077,-0.018684,-0.00030438,-0.00037864,-0.0066136,-0.013196,0.0022159,-0.41236,-0.00035454,0.0018578,-0.0055493,-0.0065881,-0.0082697,-0.0023284,-0.012646,-0.0041458,-0.0027588,-0.0013337,0.017834,-0.0001727,0.015259,-0.016957,-0.00023681,0.00045731,-0.0038584,0.00088404,-0.0017691,0.15611,0.0026431,0.57555
0.002113,0.0030388,0.0031148,-0.055071,-0.010424,-0.00062077,0.0001832,-0.00036663,-0.0011891,-0.00063936,0.0039807,0.0006423,0.01789,0.0030622,0.0051557,0.0089,0.0039733,0.26288,0.00044229,0.011069,0.0013305,-0.0008822,0.0055206,0.00126,0.0054555,-0.0011753,0.0011897,0.0057252,0.0012148,0.00012647,-6.5103e-005,-0.063645,0.0076291,0.0036888,0.0027924,0.00010809,0.013084,-0.00029352,0.0014442,0.0011767,0.00037605,0.0003063,0.0020628,0.0017995,-0.017259,-0.0072977,-0.013059,0.0023995,0.012679,-0.0080198,0.0038751,-0.53414,-0.0051813,0.0098416,0.00020494,0.0060821,0.0038057,0.11159,0.00039888,0.0019685,0.002113,-0.0022831,0.0020135,-0.0011527,0.0014435,-0.0031509,-0.00068115,0.0020135,0.0067572,-0.002518,-0.00089375,0.0051557,0.25096,0.0052439,-0.0032668,0.0013404,0.0019512,-0.0016437,-0.0021915,-0.0039609,0.003268,0.00066634,0.0010539,0.02405,-0.00031672,-0.017555,-0.0046556,0.0015665,0.0049855,0.0013968,-0.002544,0.0026094,-0.18571,0.010826,0.72477
-0.016089,0.0033691,-0.0034164,0.0049149,-0.14444,0.00010956,-0.012863,0.00065587,-0.0090944,-0.016694,0.015256,-0.0032164,-0.0050682,0.0084674,0.0029097,0.0097728,-0.0012746,0.72782,0.0012627,0.020831,0.0043305,-0.005707,1.3383e-005,0.0043958,0.0030789,0.00013833,0.0013771,0.017665,-0.0040143,-0.0037014,-0.0094462,-0.59872,0.013451,0.013299,0.0028916,-0.00029975,0.037616,0.00052508,-0.020028,-0.020087,0.00013926,-0.022894,0.0064128,0.0064904,0.039848,0.00093745,0.0016823,0.0024848,-0.0054977,0.0009758,-0.014167,0.071615,0.00065753,0.027407,0.00023153,-0.00286,0.014668,-0.090581,-0.0012413,0.0071002,-0.00020501,-0.026073,0.0083035,0.00066916,0.00038016,-0.028837,-0.025421,0.0083035,0.011512,-0.019705,-0.021366,0.0029097,0.0023238,0.012066,0.00048909,-0.002453,-0.0022607,-0.018387,-0.012994,-0.034714,0.0088847,-0.00042269,0.0029522,-0.0080979,0.00056659,0.0021957,-0.041217,0.0064601,-0.0017962,0.00013339,0.00046572,0.0089579,0.024651,0.013161,-0.24782
-0.031481,0.016878,-0.0074205,-0.091435,-0.098665,-0.00079593,-0.014515,0.00207,-0.0054166,-0.003671,-0.0071306,-0.0074578,0.0054458,-0.0031463,0.0039227,-0.002284,0.00067227,-0.37088,-0.0041561,-0.0026496,-0.0028651,-0.0032919,-0.0084943,0.0014694,0.0041508,-0.0017159,0.0072749,0.0049288,0.0070059,0.0083829,-0.011025,-0.53292,-0.0059973,-0.0017136,0.0045674,-0.00057141,-0.004492,0.0016572,-0.03166,0.022511,0.0020942,-0.024137,-0.014942,-0.0026422,0.02481,0.0018347,0.0033747,0.0039249,0.0019449,0.00091315,0.0092691,0.18035,0.0011268,-0.014911,-0.0002332,-0.010173,-0.0045586,0.7086,-0.0045274,-0.0028904,0.0042958,-0.027154,-0.005212,0.00011602,-0.0089692,-0.023355,0.010759,-0.005212,0.0036505,-0.01818,-0.0037351,0.0039227,0.063744,-0.00092297,-0.0015911,0.026291,-0.01937,-0.020414,-0.01767,-0.025462,0.0073843,-0.0033261,-0.00096641,0.0060609,0.0017882,0.0033079,-0.071379,-0.0040549,0.0010893,-0.01045,-0.0013478,-0.00015051,-0.021912,-0.0045231,0.075558
-0.012572,0.0013445,-0.0056005,0.70681,-0.042529,0.0061227,-0.0058858,0.0029591,-0.0019977,-0.0035428,-0.002981,-0.0031324,-0.0021328,-0.0025908,0.00041277,-0.0067785,-0.0014047,-0.15926,-0.0011304,-0.0026411,-0.00066357,-0.00085541,-0.0084101,9.4067e-005,0.00043678,0.013298,0.00068508,-0.0018318,-0.0011682,0.00075374,-0.00354,-0.18778,-0.0050064,-0.0017704,0.00061727,0.0088821,-0.0060924,0.002369,-0.012201,-0.00030344,8.3453e-005,-0.010095,-0.0037884,-0.00099046,-0.088085,-0.0027916,-0.0055578,0.00053043,-0.0016874,0.0038008,-0.0047401,-0.46943,-0.00086607,-0.0077117,0.0051109,-0.006782,-0.0017679,0.016485,-0.0017424,-0.0010835,-0.001559,-0.0084061,-0.0016079,-0.0008959,-0.0030513,-0.0081222,-0.00095188,-0.0016079,-0.00053083,-0.0054809,-0.0044031,0.00041277,-0.19618,-0.0010513,0.016169,0.0033892,-0.0062713,-0.0058735,-0.0044915,-0.0090807,3.1744e-005,-0.0013814,-0.00068029,-0.0020552,0.0025563,7.5326e-007,-0.018748,-0.0012509,-0.0019755,-0.0042639,0.014594,-0.0010443,0.40174,-0.0030495,-0.08462
-0.002333,-0.0003433,-0.0013317,-0.63567,-0.0083098,-0.0055064,-0.00107,0.0040949,-0.0003417,-0.00086728,-0.00059228,-0.0005966,2.6232e-005,-0.00063558,-6.8237e-005,-0.0019154,-0.0012739,-0.029396,-0.00015377,0.00094709,-0.00047287,-0.00011314,-0.0020457,-5.6353e-005,-7.2205e-005,-0.011941,-0.00011881,-0.00077816,-0.00064486,-0.00014141,0.0020579,-0.030482,0.00049516,-0.00046922,-1.9633e-005,0.015332,-0.0017121,0.0032783,-0.00020748,-0.0010824,-7.1094e-005,-0.0022508,-0.00083911,-0.00019755,-0.0096583,0.0010351,0.0010663,-1.6872e-005,-0.00017237,0.010836,0.00011004,-0.27648,0.0023315,0.000232,0.0097573,0.00012734,-0.00034608,-0.017934,-0.00032225,-0.00021611,-0.00065222,-0.0016333,-7.9756e-005,5.1701e-005,-0.00054739,-0.0013615,-0.00083584,-7.9756e-005,-0.00057934,-0.0008094,-0.001122,-6.8237e-005,-0.10095,-0.00030552,0.026518,-0.0001366,-0.00098784,-0.0012123,-0.00054847,-0.0015527,-0.00033294,-0.00026917,-0.00015591,-0.00043978,0.0035375,0.011806,-0.0025128,-6.205e-005,0.00037239,-0.00080776,0.024384,-0.00031518,0.71012,-0.00099518,-0.024017
0.069896,0.011195,-0.027331,-0.0010872,-0.64021,-8.6282e-006,0.027637,0.0015594,-0.0088149,-0.073839,-0.0025636,-0.036364,0.0061201,0.0061789,0.0099387,0.088545,-2.5844e-005,-0.010942,0.0037339,0.020224,0.00040619,-0.04292,-0.069106,0.074073,0.010517,-1.9824e-005,0.0073769,-0.0041795,-0.01203,-0.024666,0.024293,0.098461,-0.062932,0.0027111,0.0089168,-9.9906e-005,-0.01023,0.0012484,-0.079598,-0.033593,0.0059266,-0.11621,-0.0058802,-0.0059002,-0.00086762,-2.6083e-005,-4.2666e-005,0.0076624,1.7942e-005,-8.9435e-005,-0.032029,-0.0014005,-2.9956e-005,-0.010176,-5.9449e-005,-0.016636,0.0096213,0.041953,-0.0079123,-0.0064545,0.029501,0.0011782,-0.0015941,-1.8461e-005,0.044519,-0.03773,0.086811,-0.0015941,0.059896,0.024664,-0.11968,0.0099387,-0.0013433,0.047767,-0.00013065,0.01451,-0.027204,0.0014212,0.13089,0.02924,0.082688,0.0070955,-0.010142,0.0056378,0.0013471,-0.00010891,0.67565,-0.0012402,0.00016946,-0.015942,-0.00012456,-0.023854,-0.0022611,0.013721,-0.0013025
0.00095914,-0.016469,0.024854,-0.06351,0.48468,-0.00031544,-0.089646,-0.0090801,-0.012675,0.058995,-0.010261,-0.0066904,0.0012314,-0.031827,0.0014353,-0.06064,0.00080054,-0.058706,0.00071291,0.0057344,0.00022148,0.028284,-0.040433,0.043322,0.0015188,-0.00090276,-0.0070646,-0.015284,-0.024337,0.01592,-0.095158,-0.25119,0.0055433,-0.013062,-0.002262,-0.00077053,0.00090011,-0.0072694,-0.12788,0.12388,0.02331,0.1486,-0.01307,-0.010799,-0.047416,-0.0004934,-0.00078441,-0.0019438,0.00038856,-0.0020357,-0.06775,-0.086739,-0.00070676,-0.048311,-0.0010022,-0.022905,-0.0056687,-0.084297,0.020135,-0.011814,-0.024299,0.1217,-0.0032803,-0.00015388,0.16817,0.049423,0.49996,-0.0032803,0.024569,0.044217,0.061555,0.0014353,-0.08182,0.036675,-0.00079966,-0.018877,-0.071587,0.21317,0.010575,0.0077329,0.055973,0.055547,-0.0058998,-0.00054309,-0.0078441,-0.0017741,0.44709,-0.0025521,0.0017122,-0.022769,-0.00097221,0.015922,-0.11014,-0.0053301,-0.044163
