-8.2819e-006,-0.00026266,0.010896,-0.0021358,-0.00024647,-0.56522,-3.484e-006,-0.00082269,0.0012785,-0.020094,0.0012547,0.098209,0.81845,-0.00096439,0.013121,0.011121,-0.0018139,-0.00071529,-4.8934e-006,-0.0012536,-0.0018901,0.013454,0.0011345
-0.0034671,0.00029639,-0.0032049,-0.0004906,-0.0041337,0.64941,-0.0013823,-0.00025777,0.00090206,-0.021174,0.00088527,-0.20264,0.47139,0.0010643,0.0031434,-0.0012334,0.00018272,0.00080716,-0.0021275,-0.56079,-0.00054961,0.0019963,0.00039773
-0.002992,-4.6564e-005,0.026872,0.0013138,-0.003394,-0.10327,-0.0010554,0.00054396,-0.00087316,0.022348,-0.00085691,0.80692,-0.16948,-0.00016063,0.010044,0.020955,0.00074865,-0.00012681,-0.0019781,-0.55452,0.0012067,0.014524,0.00043525
-0.00058213,-0.00027121,-0.0078451,0.055998,-5.5013e-005,-0.19159,5.4535e-005,0.022573,0.00049213,0.91506,0.00048297,-0.23238,-0.081653,-0.00093554,-0.0035064,-0.0063074,0.032558,-0.00073859,-0.00065378,-0.24115,0.047897,-0.0050503,-0.00015595
0.033709,0.0011949,-0.21046,0.013176,0.084493,-0.10926,0.025869,0.006782,-0.0083847,-0.099719,-0.0082287,-0.13364,-0.074579,0.0092869,0.63741,0.65239,0.03601,0.0032542,0.0078232,-0.13553,0.043657,-0.21502,0.035002
0.069842,0.0023122,0.68845,0.028697,0.17598,-0.19169,0.053897,0.014442,-0.013161,-0.17619,-0.012917,-0.24264,-0.12733,0.019142,0.18663,-0.014251,0.076598,0.0062968,0.015901,-0.23781,0.093018,0.4858,0.01618
0.079548,0.0016187,-0.55624,0.037501,0.20716,-0.095318,0.063544,0.017468,-0.00042483,-0.094425,-0.00041692,-0.096308,-0.056134,0.021251,-0.36793,0.24799,0.10032,0.0044083,0.015878,-0.11876,0.122,0.606,0.035954
0.19407,0.0028466,-0.086301,0.095255,0.51342,-0.15904,0.15759,0.043354,0.020992,-0.16879,0.020601,-0.14536,-0.079393,0.051252,-0.13755,-0.30841,0.26472,0.0077521,0.036083,-0.19904,0.32133,-0.49148,-0.02985
-0.18559,-0.00168,0.01107,0.158,-0.51887,0.014485,-0.15889,0.067259,-0.0041657,-0.046834,-0.0040882,0.016165,0.008938,-0.05663,0.012615,0.013003,0.50895,-0.0045751,-0.026028,0.024987,0.61196,0.017645,0.0008417
-0.00079768,5.0763e-005,0.377,-0.00046748,-0.0026967,-0.00078033,-0.00083346,-0.00012918,0.010991,-0.00062233,0.010786,-0.016301,0.0023971,-0.00019473,-0.6159,0.62902,-0.00059695,0.00013824,4.3854e-005,-0.0009425,-0.0008129,-0.28438,-0.038462
0.0028914,0.0035957,-0.019963,0.90006,-0.087446,-0.042152,-0.025862,0.17231,0.0038541,-0.080352,0.0037824,-0.042341,-0.023223,-0.021484,-0.021119,-0.020522,-0.36713,0.0097922,0.029726,-0.050435,-0.026298,-0.023287,0.002654
-0.41094,-0.011172,0.0081296,0.049369,0.12998,0.016498,-0.020902,0.00136,-0.0080753,0.011848,-0.0079251,0.018439,0.010166,0.80471,0.0082996,0.0083461,-0.0062813,-0.030424,-0.40005,0.025083,0.027677,0.0090178,-0.0021341
0.434,0.011912,-0.023944,-0.0646,-0.30137,-0.054943,-0.13886,0.0057015,0.029571,-0.038999,0.029021,-0.055545,-0.030642,0.57361,-0.024525,-0.024597,-0.013006,0.032439,0.58903,-0.068894,-0.049036,-0.026481,0.0082526
-0.09395,0.32743,-0.027522,-0.055564,-0.075075,-0.070223,-0.022248,0.069542,0.13942,-0.052599,0.13683,-0.071033,-0.039619,-0.017866,-0.027013,-0.028815,-0.0060584,0.89168,-0.073386,-0.083563,-0.075567,-0.028721,0.027548
-0.065154,-0.087592,-0.015248,-0.047224,-0.06235,-0.055681,-0.017183,0.23146,0.65019,-0.046556,0.6381,-0.058071,-0.03464,-0.031691,-0.0024305,-0.016363,0.059195,-0.23854,-0.049078,-0.067948,-0.13466,-0.0021565,0.035498
-0.025806,-0.015024,-0.01211,-0.063564,-0.026305,-0.023728,-0.0079215,0.8341,-0.22095,-0.028489,-0.21684,-0.023855,-0.012175,-0.0046153,-0.019444,-0.013261,0.2802,-0.040916,-0.018284,-0.028317,-0.34317,-0.020865,0.020356
-0.021845,-0.011562,0.016286,-0.014219,-0.025801,-0.022763,-0.0073906,-0.045236,-0.033763,-0.016647,-0.033135,-0.023067,-0.012844,-0.0094654,-0.052853,-0.028198,-0.023461,-0.031486,-0.014769,-0.027784,-0.0014988,-0.06112,0.9912
-0.00037638,0.0028607,-0.00010904,0.32208,-0.00017517,-0.00094725,-0.00048596,-0.41978,0.00071883,-0.0027354,0.00070545,-0.00027236,-0.00015007,0.0056106,-0.00010343,-0.00010333,0.63383,0.0077906,0.00011661,-0.00032101,-0.56409,-0.00010667,-0.00011871
0.24015,0.095129,0.13876,0.17422,0.35609,0.3373,0.11499,0.17422,0.12467,0.25781,0.12144,0.34865,0.19105,0.084597,0.1405,0.13387,0.18225,0.14156,0.12572,0.41135,0.17545,0.14496,0.099197
-0.018847,0.93479,-0.0055837,-0.0070107,-0.0070498,-0.013573,-0.018505,-0.0070107,-0.031259,-0.010374,0.021852,-0.01403,-0.0076878,-0.005181,-0.0056539,-0.0053871,-0.0073337,-0.35036,0.0038899,-0.016553,-0.0070602,-0.0058334,-0.0039917
0.15885,-0.023311,-0.00048656,-0.0006109,-0.16138,-0.0011827,0.34756,-0.0006109,-0.62749,-0.00090401,0.63852,-0.0012225,-0.00066991,0.03879,-0.00049268,-0.00046943,-0.00063905,0.0079411,-0.15607,-0.0014424,-0.00061522,-0.00050832,-0.00034784
0.30218,0.031699,-0.001649,-0.0020704,-0.32587,-0.0040085,0.71339,-0.0020704,0.30941,-0.0030638,-0.31823,-0.0041434,-0.0022704,0.077503,-0.0016698,-0.001591,-0.0021658,-0.013737,-0.29876,-0.0048885,-0.0020851,-0.0017228,-0.0011789
0.60787,0.0038618,-0.00028136,-0.00035326,-0.027991,-0.00068393,-0.52699,-0.00035326,0.0080714,-0.00052275,-0.0087282,-0.00070694,-0.00038738,0.0064844,-0.00028489,-0.00027145,-0.00036954,-0.0017759,-0.59311,-0.00083407,-0.00035575,-0.00029394,-0.00020114
