0.040303,0.0072603,-0.0035031,-0.0019414,0.0044169,0.0030654,-0.00027158,-0.00045238,-0.0034158,-0.43499,-0.0025382,-0.018104,-0.0027492,-1.1647e-05,-0.00093662,-0.0035514,0.0015052,0.0016342,-0.00046904,5.2386e-05,-0.10763,-0.0051773,-0.0007395,-0.00082594,-0.00058272,-0.00057359,0.89273,0.0034309,0.0095818,-0.00023669,0.0027503,-0.00088214
0.0037953,-0.00049041,0.0064504,0.012731,0.0081087,5.2733e-05,0.0026899,-0.0002226,0.0074282,-0.50258,-0.0023018,0.011071,-0.0026035,0.0002585,0.0049566,0.0067297,0.00017885,-0.00028973,0.0010219,0.00056052,0.85241,0.0072644,0.0015665,-0.00057298,0.0048661,0.0047898,-0.14195,-3.9182e-05,-0.00050596,0.00050771,0.00065613,0.0019256
0.21685,0.01224,-0.0040849,0.022803,0.21351,0.010865,-0.00071397,0.0073483,-0.0043428,-0.45362,0.019278,0.72291,0.017283,0.0060195,-0.0012942,-0.0049275,0.0088933,-0.00071624,0.027408,0.013204,-0.32289,-0.0048332,0.049304,0.0096529,0.002168,0.002134,-0.25641,0.0095141,0.019061,0.014731,0.023572,0.051121
0.57802,0.034491,3.9857e-05,0.011242,0.63043,0.029365,-0.00037687,-0.0050031,-9.4162e-05,-0.090706,-0.014326,-0.48235,-0.012537,0.015816,-3.3722e-05,-0.00027783,0.02365,-0.00083202,-0.013827,0.036793,-0.071471,0.00051603,-0.029691,-0.0066168,0.0013337,0.0013128,-0.093192,0.024091,0.05159,-0.0081676,0.063012,-0.025441
-0.68727,-0.043493,-0.00028573,-0.014179,0.70974,-0.016712,0.00012082,0.00062207,-0.00020016,0.04291,0.0018914,0.061197,0.0014953,-0.023453,-0.00014229,-1.7864e-05,-0.024093,0.0011115,0.00046941,0.024204,0.03014,-0.00074431,0.0028994,0.00079748,-0.0018573,-0.0018282,0.054915,-0.04165,-0.089409,0.00056964,-0.024001,0.00072553
-0.10248,-0.005541,0.00063922,0.95423,-0.054481,-0.0033822,-0.0010752,-0.0011903,-5.3818e-05,-0.12065,-0.0037851,-0.12549,-0.002127,-0.003606,-1.4264e-05,-0.0010205,-0.0038599,8.9134e-05,0.0060598,-0.003046,-0.095188,0.0032244,-0.0012278,-0.0013525,0.12724,0.12524,-0.065464,-0.003376,-0.0093249,0.0013384,-0.0074729,0.01221
-0.10298,-0.0017112,0.036396,-0.090681,-0.064439,0.0008338,-0.0010593,-0.012273,0.031545,-0.16067,-0.037384,-0.21739,-0.029605,-0.0062984,0.015031,0.020187,-0.0034666,0.00032563,0.40066,-0.00077638,-0.10865,0.069228,0.28009,-0.015884,-0.011091,-0.010917,-0.089187,0.0023958,-0.0039739,0.13594,-0.0013134,0.78485
-0.093509,0.0036125,0.38463,-0.061951,-0.058377,0.0063536,-0.0071906,0.0037243,0.31062,-0.16108,0.0024936,-0.10851,0.015107,-0.0097343,0.1486,0.1433,-0.0030285,0.00049086,-0.076945,0.0031302,-0.11893,0.77678,-0.065255,0.006573,-0.014286,-0.014063,-0.083097,0.010516,0.0048115,-0.025045,0.0091975,-0.15123
-0.078981,-0.53634,-0.01041,-0.011907,-0.014257,-0.17885,0.00025412,0.0041802,-0.0038171,-0.027025,0.0051868,-0.021443,0.032598,-0.069301,-0.0020842,0.009814,0.039692,-0.00048878,-0.0053671,0.10713,-0.017376,-0.029429,-0.017486,0.0083151,0.00043784,0.00043098,-0.015836,-0.061602,0.71149,0.0010803,0.37604,-0.011885
-0.10102,0.15784,-0.034373,-0.056128,-0.056368,0.066142,0.00044675,0.093412,0.0094114,-0.133,-0.0052315,-0.11185,0.8048,-0.050251,0.005123,0.08954,-0.044086,0.00025026,0.041182,0.050194,-0.083725,-0.12879,-0.36308,0.1762,0.0037965,0.003737,-0.072649,0.13495,-0.023648,0.12113,0.15295,0.030016
