-0.0039704,0.92407,0.00066652,-0.28868,0.005753,-0.0020892,0.0050545,-0.0024376,-0.22631,-0.002971,-0.0018156,0.0008134,0.0056377,0.0051962,-0.0020755,0.00068329,-0.00080038,-0.10645,-0.001447,0.0057107,0.0034676
0.0047963,0.051623,-0.00012389,0.72808,0.0078044,0.0020548,0.0055698,-0.0054019,-0.67827,-0.0067202,-0.0041518,0.0004181,0.0039643,-0.00096589,0.0035684,-0.00012701,-0.001518,-0.083186,0.00088707,0.0047611,-0.00015959
0.0077751,-0.13943,0.00024573,-0.35434,-0.0051614,0.0058645,-0.0037293,0.0049632,-0.48746,0.005144,0.0027227,-0.00031985,-0.0028477,0.0019157,0.00023,0.00025192,0.0028975,0.78558,0.0056318,0.00022673,-0.00027422
0.017499,-0.12769,0.11802,-0.17633,0.01857,0.014108,0.015146,0.0061321,-0.17372,0.0099987,0.0086319,0.00115,0.010934,0.92006,0.0037327,0.12098,0.0047635,-0.21253,0.0019913,0.026871,-0.0032968
0.13836,-0.15713,-0.025198,-0.22363,0.49183,0.12713,0.31448,0.028924,-0.20636,0.046144,0.036333,0.025403,0.25512,-0.19644,0.0028933,-0.025832,0.01989,-0.25386,0.0045606,0.57561,-0.022365
-0.31651,-0.0062634,0.00070245,-0.0037628,0.2527,-0.25343,0.65703,0.025305,-0.0034091,0.034308,0.020361,0.050356,0.20094,0.0054764,-0.043187,0.00072013,0.012583,0.0053752,-0.014083,-0.54046,-0.021549
0.14453,-0.042521,-0.0061809,-0.061363,-0.62394,0.10232,0.10462,0.029044,-0.06123,0.049301,0.035026,-0.031757,0.73679,-0.048187,0.034489,-0.0063365,0.019567,-0.077043,0.014653,-0.023261,0.0060402
0.4453,-0.10336,-0.016205,-0.16023,-0.056451,0.28767,0.10254,0.23065,-0.16198,0.40271,0.25532,0.028511,-0.32318,-0.12634,0.13131,-0.016613,0.14904,-0.20415,0.043845,-0.38145,0.10849
-0.46603,-0.021925,-0.0029859,-0.025464,-0.032755,-0.31913,-0.26765,0.32066,-0.04005,0.55322,0.32341,-0.025806,0.073292,-0.023279,-0.094535,-0.0030611,0.19537,-0.041504,-0.057592,0.18229,0.0094369
-0.074821,-0.020019,-0.0013191,-0.022339,0.011322,-0.050017,-0.0077074,-0.032113,-0.021706,-0.083317,-0.034632,-0.0051736,0.026411,-0.010284,-0.014165,-0.0013523,-0.026094,-0.024567,0.0064857,0.02553,0.98902
-0.019805,-0.017109,-0.0023239,-0.025226,-0.011159,-0.0218,-0.02455,0.63239,-0.026432,-0.61222,0.44355,0.00070786,-0.010806,-0.018118,0.01486,-0.0023824,-0.15127,-0.031619,0.00054995,-0.013476,-0.023792
0.11126,-0.017912,-0.0022085,-0.029896,0.077501,-0.38517,-0.10833,-0.040641,-0.025158,-0.024591,-0.029316,-0.0099598,0.071569,-0.017218,0.86093,-0.0022641,-0.0027207,-0.028049,-0.26183,-0.020533,-0.0071401
-0.094325,-0.056965,-0.0073035,-0.085788,0.044951,-0.13212,-0.14728,-0.13986,-0.082081,-0.081202,0.061807,-0.00092141,0.041057,-0.056938,0.1863,-0.0074872,0.071219,-0.10361,0.91703,-0.070669,-0.033518
-0.013103,-0.0055105,-0.00072561,-0.0075562,-0.019953,0.010469,0.0096991,-0.52807,-0.0066219,-0.25165,0.5859,0.0042195,-0.017818,-0.0056569,-0.05276,-0.00074387,0.52994,-0.0063319,-0.17199,0.0015913,-0.0038219
-0.19495,-0.0012531,-0.00028934,-0.00092819,-0.50632,-0.077506,0.53347,-0.0013031,-0.0024674,-0.0017537,-0.0027431,0.14196,-0.44767,-0.0022557,0.17897,-0.00029662,-0.00097846,-0.002813,0.092219,0.39227,-0.004691
-0.010658,-0.023079,-0.0027006,-0.03283,0.010417,-0.0047354,-0.14696,-0.013257,-0.032528,-0.019342,-0.028844,0.98112,0.066883,-0.021054,-0.033854,-0.0027686,-0.010853,-0.03823,-0.038934,-0.048232,-0.0044033
-0.58351,-0.022817,-0.0028462,-0.033554,0.044913,0.71427,-0.076883,-0.011017,-0.033184,-0.023474,-0.032434,-0.018374,0.036976,-0.022189,0.34924,-0.0029178,0.0013902,-0.038498,-0.06597,-0.082566,-0.0092293
-0.0036246,-0.021769,-0.0026791,-0.03183,-0.016958,-0.026491,-0.013757,0.32759,-0.030985,-0.20484,-0.49772,-0.013097,-0.015737,-0.020886,-0.022629,-0.0027465,0.77209,-0.039179,-0.0090456,-0.013204,-0.007814
0.19455,0.2533,0.031743,0.37032,0.181,0.19618,0.17188,0.18144,0.36748,0.17514,0.17788,0.10456,0.16506,0.24064,0.1896,0.032225,0.18144,0.43357,0.20176,0.16456,0.083767
-0.00018685,-0.00024327,0.55737,-0.00035565,-0.00017383,-0.0001884,-0.00016507,-0.00017426,-0.00035292,-0.0001682,-0.00017083,-0.00010041,-0.00015853,-0.17836,-0.00018209,0.81088,-0.00017426,-0.00041639,-0.00019377,-0.00015804,-8.0449e-005
-7.5349e-005,-9.8103e-005,0.82059,-0.00014342,-7.0101e-005,-7.5977e-005,-6.6566e-005,-7.0272e-005,-0.00014232,-6.7831e-005,-6.8891e-005,-4.0494e-005,-6.3928e-005,-0.030305,-7.3429e-005,-0.57072,-7.0272e-005,-0.00016792,-7.814e-005,-6.3733e-005,-3.2442e-005
